category,factor_name,selected,importance,rank,ic_mean,icir,t_stat,p_value,adjusted_pvalue,composite_score,meaning,source_file,window
Price-Volume,IMIN30,True,0.2357,47,0.01858,0.159,3.2614,0.001199,0.002707,0.3476,"【核心含义】
最低价距离天数 (Index of Min)：过去30天中最低价发生在那一天。反映低点的时效性。

【运行原理】
极值寻址：在N天滑动窗口内，扫描每日最低价，定位到最小值出现的那一天；
索引提取：获取该最小值距离窗口起始位置的时间索引(IdxMin)；
时间归一化：将索引值除以窗口总长度N，转换为0到1之间的相对时间比例；
见底时间评估：数值越大说明近期刚刚创出新低，抛压仍在释放；数值越小说明低点发生在窗口初期，目前可能已企稳反弹。",price_volume_factors,Window_2023
Price-Volume,ROC10,True,0.037,48,0.028024,0.1815,3.8793,0.00012,0.000329,0.3475,"【核心含义】
收益率 (Rate of Change)：过去10天的价格变动率。反映股票在10天内的动量或反转特性。

【运行原理】
基准定位：在设定的N天时间窗口中，精确定位到窗口最左侧（期初）的收盘价；
价格比对：获取窗口最右侧（当前）的最新收盘价；
变动换算：计算当前价格相对于期初价格的比值，或计算两者的差值后再除以期初价格；
动量输出：直接刻画该时间区间内整体的价格涨跌幅（动量效应），窗口逐日滑动，实时输出最新收益率。",price_volume_factors,Window_2023
Price-Volume,CORD10,True,0.0559,49,-0.02245,-0.2161,-4.7188,3e-06,1.3e-05,0.3471,"【核心含义】
量价收益率相关性 (Corr of Return/Volume)：过去10天价格收益率与成交量的相关系数。衡量上涨是否伴随放量。

【运行原理】
变化率提取：在设定时间窗口内，分别计算出每日的“价格收益率”(当日收盘/昨日收盘) 和“对数成交量变化率”(Log(当日成交量/昨日成交量+1))；
序列配对：将这两个时间序列组成配对样本；
相关性计算：计算这两个序列在N天内的皮尔逊(Pearson)相关系数；
量价剖析：结果介于-1到1之间，正值代表量价齐升/缩量下跌，负值代表放量下跌/缩量上涨，用于洞察资金推动价格的真实效率。",price_volume_factors,Window_2023
Price-Volume,CORR5,True,0.0214,50,-0.023772,-0.2497,-5.4526,0.0,0.0,0.346,"【核心含义】
量价相关性 (Correlation)：过去5天价格与成交量的相关系数。反映'量增价涨'或'量缩价跌'等量价配合关系的紧密程度。

【运行原理】
序列提取：在设定的N天滑动窗口内，同步截取每日的收盘价序列与成交量序列；
相关性计算：直接对这两个原始绝对值序列计算皮尔逊相关系数(Pearson Correlation)；
状态输出：生成-1到1之间的系数，无需去均值或对数化，用于最直观地评估当前区间内价格高低与成交量大小之间的线性同步程度。",price_volume_factors,Window_2023
Price-Volume,Alpha139,True,0.0521,51,0.020336,0.2378,5.1828,0.0,0.0,0.3436,"【原始公式】
(-1*CORR(OPEN,VOLUME,10))

【核心含义】
国泰君安191因子体系中的 Alpha139 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2023
Price-Volume,Alpha3,True,0.1562,52,-0.020639,-0.1591,-3.4751,0.000557,0.001368,0.3408,"【原始公式】
SUM((CLOSE=DELAY(CLOSE,1)?0:CLOSE-(CLOSE>DELAY(CLOSE,1)?MIN(LOW,DELAY(CLOSE,1)):MAX(HIGH,DELAY(CLOSE,1)))),6)

【核心含义】
国泰君安191因子体系中的 Alpha3 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2023
Price-Volume,HIGH0,True,0.0297,53,-0.02412,-0.1821,-3.9774,8.1e-05,0.000231,0.3396,"【核心含义】
相对收盘的最高价：衡量今日最高价相对于最新收盘价的位置，反映日内高点回落的幅度。

【运行原理】
数据截取：仅获取当前单个交易日的最高价(high)和收盘价(close)；
相对换算：将当日最高价直接除以当日收盘价；
溢价刻画：结果必然大于或等于1，数值越大，说明日内曾经冲高但最终回落的幅度越深，反映出上方抛压的沉重程度（即长上影线的变体表达）。",price_volume_factors,Window_2023
Price-Volume,QTLU30,True,0.1352,54,0.025102,0.1473,3.2166,0.001385,0.00303,0.3356,"【核心含义】
区间上分位数 (Quantile Up)：过去30天价格的80%分位数相对当前价格的比值。类似布林带上轨概念。

【运行原理】
分位数排序：在设定的N天时间窗口内，将所有交易日的收盘价从小到大进行排列；
高位分位提取：提取位于 80% 分位点(0.8)的收盘价，作为该区间的“稳健压力位”（剔除了极端的单日最高价干扰）；
归一化处理：将该80%分位价格除以当前的最新收盘价；
上行阻力评估：衡量当前价格距离近期筹码高位密集区的距离，评估向上突破需要克服的阻力大小。",price_volume_factors,Window_2023
Price-Volume,BETA60,False,0.3461,55,-0.030449,-0.1803,-3.9327,9.7e-05,0.000272,0.3327,"【核心含义】
价格趋势斜率 (Beta/Slope)：过去60天价格序列对时间的线性回归斜率。代表价格的上涨或下跌趋势强度。

【运行原理】
数据读取：按设定的时间窗口（如5天）提取标的资产的每日收盘价序列；
线性拟合：将时间序列作为自变量，收盘价作为因变量，进行普通最小二乘法(OLS)线性回归；
斜率提取：获取该回归方程的斜率(Slope)，代表资产价格随时间的平均绝对增长率；
价格归一化：将提取出的斜率值除以当前的最新收盘价，将绝对变化率转化为无量纲的相对变化率，以消除不同高低价股位带来的尺度差异。",price_volume_factors,Window_2023
Price-Volume,KUP,True,0.0091,56,-0.021498,-0.2066,-4.5123,8e-06,3e-05,0.3319,"【核心含义】
K线上影线比例：衡量日内最高价到实体上边缘的距离，反映日内多头向上试探后被空头打压的程度。

【运行原理】
形态截取：获取单日的最高价(high)与收盘价(close)；
上影线（或实体上部）计算：计算最高价与收盘价之差，代表多头冲高后被空头打压回落的空间；
比例换算：将回落空间除以当日开盘价(open)进行标准化；
抛压测试：数值越大，说明日内冲高回落的阻力越强，上方套牢盘或抛压越重。",price_volume_factors,Window_2023
Price-Volume,RANK30,True,0.1162,57,-0.023407,-0.153,-3.32,0.00097,0.002226,0.3312,"【核心含义】
价格相对排位 (Rank)：当前价格在过去30天价格中的百分比排位。反映当前处于近期波动区间的什么水平。

【运行原理】
数据收集：在N天的滑动窗口内，收集每日的收盘价；
截面排序：将当前的最新收盘价与窗口内历史所有收盘价进行大小比对；
分位数换算：计算当前价格在历史序列中所处的百分比排名(Rank)；
相对强弱定性：结果在0到1之间，1表示当前创出新高，0表示创出新低，用于判断当前价格在近期波动区间内的相对身位。",price_volume_factors,Window_2023
Price-Volume,Alpha126,False,0.4637,58,,,,,,0.3312,"【原始公式】
(CLOSE+HIGH+LOW)/3

【核心含义】
国泰君安191因子体系中的 Alpha126 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2023
Price-Volume,VSUMN20,True,0.0202,59,0.021141,0.1856,4.0537,5.9e-05,0.00018,0.3311,"【核心含义】
缩量绝对值占比 (Volume Sum Negative)：过去20天中成交量减少部分的绝对量占比。

【运行原理】
杀跌量剥离：在N天窗口内，专门筛选出股价下跌当天的成交量变化量（若比前一日缩量则取差值，具体视公式而定）；
空头量能累加：将符合条件的下跌量能进行加总；
总基准归一化：将总的空头量能除以这N天内所有的成交量绝对变化之和；
恐慌抛盘评估：数值越大，说明该区间内的波动主要由恐慌性的放量杀跌所主导。",price_volume_factors,Window_2023
Price-Volume,VSUMN10,True,0.0217,60,0.0188,0.185,4.0394,6.2e-05,0.000185,0.3255,"【核心含义】
缩量绝对值占比 (Volume Sum Negative)：过去10天中成交量减少部分的绝对量占比。

【运行原理】
杀跌量剥离：在N天窗口内，专门筛选出股价下跌当天的成交量变化量（若比前一日缩量则取差值，具体视公式而定）；
空头量能累加：将符合条件的下跌量能进行加总；
总基准归一化：将总的空头量能除以这N天内所有的成交量绝对变化之和；
恐慌抛盘评估：数值越大，说明该区间内的波动主要由恐慌性的放量杀跌所主导。",price_volume_factors,Window_2023
Price-Volume,Alpha38,False,1.0,61,0.007381,0.074,1.1844,0.237353,0.294066,0.3221,"【原始公式】
(((SUM(HIGH,20)/20)<HIGH)?(-1*DELTA(HIGH,2)):0)

【核心含义】
国泰君安191因子体系中的 Alpha38 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2023
Price-Volume,IMAX20,True,0.1777,62,-0.018218,-0.1412,-3.0511,0.00241,0.004991,0.322,"【核心含义】
最高价距离天数 (Index of Max)：过去20天中最高价发生在那一天（距离当前的倒数天数）。反映高点的时效性。

【运行原理】
极值寻址：在设定的N天时间窗口内，扫描每日的最高价，定位到最大值出现的那一天；
索引提取：获取该最大值所在天数距离当前窗口起始点的索引位置(IdxMax)；
时间归一化：将该位置索引除以窗口总长度N；
动能衰减评估：结果越接近1，说明创出新高的时间越近（近期动能强）；越接近0，说明高点在窗口早期，当前处于长期回调中。",price_volume_factors,Window_2023
Price-Volume,Alpha129,False,0.6944,63,-0.021504,-0.0988,-2.1489,0.032149,0.05001,0.3203,"【原始公式】
SUM((CLOSE-DELAY(CLOSE,1)\<0?ABS(CLOSE-DELAY(CLOSE,1)):0),12)

【核心含义】
国泰君安191因子体系中的 Alpha129 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2023
Price-Volume,Alpha112,True,0.049,64,-0.023388,-0.1579,-3.4447,0.000622,0.001495,0.3196,"【原始公式】
(SUM((CLOSE-DELAY(CLOSE,1)>0?CLOSE-DELAY(CLOSE,1):0),12)-SUM((CLOSE-DELAY(CLOSE,1)\<0?ABS(CLOS E-DELAY(CLOSE,1)):0),12))/(SUM((CLOSE-DELAY(CLOSE,1)>0?CLOSE-DELAY(CLOSE,1):0),12)+SUM((CLOSE-DE LAY(CLOSE,1)\<0?ABS(CLOSE-DELAY(CLOSE,1)):0),12))*100

【核心含义】
国泰君安191因子体系中的 Alpha112 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2023
Price-Volume,IMIN60,False,0.4915,65,0.02079,0.1515,3.0832,0.002185,0.004635,0.3094,"【核心含义】
最低价距离天数 (Index of Min)：过去60天中最低价发生在那一天。反映低点的时效性。

【运行原理】
极值寻址：在N天滑动窗口内，扫描每日最低价，定位到最小值出现的那一天；
索引提取：获取该最小值距离窗口起始位置的时间索引(IdxMin)；
时间归一化：将索引值除以窗口总长度N，转换为0到1之间的相对时间比例；
见底时间评估：数值越大说明近期刚刚创出新低，抛压仍在释放；数值越小说明低点发生在窗口初期，目前可能已企稳反弹。",price_volume_factors,Window_2023
Price-Volume,Alpha168,True,0.0295,66,0.017147,0.1579,3.4413,0.00063,0.001495,0.299,"【原始公式】
(-1*VOLUME/MEAN(VOLUME,20))

【核心含义】
国泰君安191因子体系中的 Alpha168 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2023
Price-Volume,Alpha189,False,0.4598,67,-0.026415,-0.1247,-2.7234,0.006698,0.011721,0.2987,"【原始公式】
MEAN(ABS(CLOSE-MEAN(CLOSE,6)),6)

【核心含义】
国泰君安191因子体系中的 Alpha189 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2023
Price-Volume,STD30,False,0.2152,68,-0.029806,-0.1741,-3.8029,0.000162,0.000436,0.2927,"【核心含义】
价格波动率 (Standard Deviation)：过去30天价格的相对标准差。衡量股票在该窗口期内的波动风险和活跃度。

【运行原理】
波动离散：在N天的滑动窗口内，计算每日收盘价序列的总体标准差(Std)，衡量价格分布的离散程度；
波动率归一化：将计算出的绝对标准差除以当前的最新收盘价；
风险刻画：将绝对的金额波动转化为相对的百分比波动率，数值越大说明近期走势越剧烈（风险与弹性高），数值越小说明走势越趋于横盘死水。",price_volume_factors,Window_2023
Price-Volume,IMXD20,True,0.0491,69,-0.018848,-0.1398,-3.049,0.002424,0.004991,0.2912,"【核心含义】
高低点极值距离 (Index Distance)：过去20天内最高价和最低价发生天数的差值。反映趋势的运行节奏和周期。

【运行原理】
高点寻址：在N天窗口内找到最高价所在的时间索引(IdxMax)；
低点寻址：在同一窗口内找到最低价所在的时间索引(IdxMin)；
时差计算：将高点索引减去低点索引，得出极值点之间的时间跨度；
跨度归一化：将时间跨度除以窗口长度N；
趋势形态判定：正值表示“先见底后见顶”（上升趋势），负值表示“先见顶后见底”（下降趋势），绝对值大小代表趋势持续的时间跨度。",price_volume_factors,Window_2023
